,description,genre
1889,"[lush, landscape, immortelle, trees, vast, plantations, coffee, cocoa, three, hills, along, southern, coast, act, guardians, hurricanes, krystal, sital, grew, idolizing, grandfather, wealthy, hindu, landowner, years, later, escape, crime, economic, stagnation, island, family, resettled, new, jersey, krystal, mother, works, nanny, warmth, trinidad, seems, pretty, yet, distant, memory, grandfather, lapses, coma, fall, home, women, terrorized, decades, begin, speak, brutal, past, comes, lyrical, patois, mother, grandmother, krystal, learns, secrets, family, past, took, foremothers, survive, find, strength, relief, sharing, stories, draws, three, women, closer, music, voices, care, one, another, easing, pain, rigid, ethnic, racial, caste, system, tolerance, domestic, harsh, legacies, plantation, history, trinidad, island, ...]", Non fiction
1890,"[headlines, declared, appalachia, ground, zero, america, forgotten, tribe, white, working, class, voters, journalists, flocked, region, extract, sympathetic, profiles, families, devastated, poverty, abandoned, establishment, politics, eager, consume, cheap, campaign, promises, getting, wrong, appalachia, frank, assessment, america, recent, fascination, people, problems, region, book, analyzes, trends, contemporary, writing, appalachia, presents, brief, history, appalachia, eye, toward, unpacking, appalachian, stereotypes, provides, examples, writing, art, policy, created, appalachians, opposed, appalachians, book, offers, insider, perspective, region]", Non fiction
1891,"[science, behind, traits, quirks, drive, creative, geniuses, make, spectacular, breakthroughswhat, really, distinguishes, people, literally, change, world, creative, geniuses, give, us, one, breakthrough, another, differentiates, marie, curie, elon, musk, merely, creative, many, wonders, among, us, melissa, schilling, one, world, leading, experts, innovation, invites, us, lives, eight, people, albert, einstein, benjamin, franklin, elon, musk, dean, kamen, nikola, tesla, marie, curie, thomas, edison, steve, jobs, identify, traits, experiences, drove, make, spectacular, breakthroughs, innovators, possess, incredible, intellect, intellect, alone, shows, create, breakthrough, innovator, personal, social, emotional, quirkiness, enabled, true, genius, break, innovators, example, exhibited, high, levels, social, detachment, enabled, break, norms, almost, maniacal, faith, ...]", Non fiction
1892,"[oral, history, angels, america, told, artists, created, audiences, forever, changed, moving, account, aids, era, essential, queer, history, exuberant, backstage, talewhen, tony, kushner, angels, america, hit, broadway, pulitzer, prize, swept, tonys, changed, way, gay, lives, represented, popular, culture, mike, nichols, hbo, adaptation, starring, meryl, streep, parker, al, pacino, tour, de, force, winning, emmys, introducing, play, even, wider, public, classic, continues, shock, move, inspire, viewers, anniversary, broadway, premiere, isaac, butler, dan, kois, offer, definitive, account, angels, america, fitting, way, possible, oral, history, nearly, voices, vibrant, conversation, debate, intimate, storytelling, actors, including, streep, parker, jeffrey, wright, nathan, lane, directors, producers, kushner, reveals, turmoil, ...]", Non fiction
1893,"[author, battle, bretton, woods, reveals, gripping, history, behind, marshall, verve, insight, particular, resonance, wake, world, war, ii, britain, empire, collapsing, stalin, rise, us, officials, new, secretary, state, george, marshall, set, plan, reconstruct, western, europe, bulwark, communist, authoritarianism, massive, costly, ambitious, undertaking, would, confront, europeans, americans, alike, vision, odds, history, process, would, drive, creation, nato, european, union, western, identity, continues, shape, world, critical, years, benn, steil, thrilling, account, brings, life, seminal, episodes, marking, collapse, postwar, prague, coup, berlin, blockade, division, germany, case, see, understand, like, never, stalin, determination, crush, marshall, plan, undermine, american, power, current, echoes, cold, war, putin, russia, rattles, ...]", Non fiction
1894,"[actress, playwright, tina, alexis, allen, audacious, memoir, unravels, privileged, suburban, catholic, upbringing, shaped, formidable, man, whose, strict, religious, devotion, dedication, large, family, hid, true, nature, life, defined, deep, secrets, dangerous, youngest, thirteen, children, devout, catholic, family, tina, alexis, allen, grew, suburban, maryland, house, ruled, stern, father, sir, john, imposing, authoritarian, knighted, pope, sir, john, supported, large, family, running, successful, travel, agency, specialized, religious, tours, holy, land, vatican, pious, daughter, tina, sweet, innocent, catholic, girl, high, school, basketball, prodigy, harbored, painful, secret, liked, girls, tina, eighteen, father, accidently, discovered, truth, sexuality, instead, dragging, family, priest, lecturing, tearful, sermons, sin, damnation, father, ...]", Non fiction
1895,"[wow, brutally, honest, really, addictive, john, one, courageous, joyride, memoir, illegal, rock, stars, write, maupin, wild, sexy, emotional, ride, underground, new, york, tale, speaks, outsider, cohenin, deeply, affecting, memoir, one, rock, music, entrancing, figures, transforms, vividness, musical, world, unforgettable, literary, account, overcoming, odds, finding, true, hitting, stage, lead, singer, iconic, glam, rock, band, scissor, sisters, jake, shears, jason, sellards, teenage, boy, living, fraught, life, resulting, confusing, confining, time, high, school, classmates, bullied, teachers, showed, years, later, living, studying, new, york, city, jason, would, find, voice, artist, group, friends, musicians, also, thirsting, stardom, freedom, form, band, scissor, sisters, first, performing, smoky, ...]", Non fiction
1896,"[new, york, times, bestselling, author, dark, invasion, last, goodnight, illuminates, lives, individuals, played, significant, role, america, history, chronicles, incredible, true, story, critical, recently, declassified, counterintelligence, mission, two, remarkable, agents, whose, story, called, greatest, secret, cold, war, genius, linguist, codebreaker, meredith, gardner, discovered, kgb, running, extensive, network, strategically, placed, spies, inside, united, states, whose, goal, infiltrate, american, intelligence, steal, nation, military, atomic, secrets, course, next, decade, young, fbi, supervisor, bob, lampshere, worked, together, venona, mission, uncover, soviet, agents, protect, holy, grail, cold, war, atomic, nearly, every, way, lampshere, gardner, relentlessly, followed, trail, clues, helped, identify, take, reds, one, one, including, julius, ...]", Non fiction
1897,"[civilization, teetering, edge, cliff, climbing, higher, ever, people, read, news, would, tell, one, worst, years, recent, memory, facing, series, deeply, troubling, even, existential, problems, fascism, terrorism, environmental, collapse, racial, economic, inequality, narrative, misses, something, important, almost, every, meaningful, measure, modern, world, better, ever, united, states, disease, crime, discrimination, forms, pollution, decline, longevity, education, keep, rising, economic, indicators, better, past, generation, worldwide, malnutrition, extreme, poverty, historic, lows, risk, dying, war, violence, lowest, human, coincidence, confused, perspectives, world, blurred, rise, social, media, machinations, politicians, biases, meanwhile, political, reforms, like, clean, air, act, technological, innovations, like, hybridization, wheat, saved, huge, numbers, lives, optimistic, ...]", Non fiction
1898,"[forty, years, ago, china, enacted, policy, recently, relaxed, among, many, unintended, consequences, resulted, enormous, gender, predicted, twenty, million, men, women, marriage, age, china, first, generations, given, resources, normally, reserved, boys, girls, pushed, study, excel, college, succeed, careers, living, economic, powerhouse, enough, women, decided, postpone, marry, spawn, label, leftovers, unprecedentedly, struggle, find, partners, society, gender, roles, evolved, vigorously, society, new, professional, opportunities, made, women, less, willing, compromise, careers, concede, marriage, sake, complicating, search, mate, vast, majority, china, single, men, reside, tied, rural, areas, raised, makes, geographically, economically, educationally, incompatible, leftovers, also, face, difficulty, partnering, urban, men, given, urban, men, general, preference, ...]", Non fiction
1899,"[joining, ranks, evicted, warmth, sons, classic, works, literary, alex, kotlowitz, anthony, lukas, braids, personal, narratives, city, politics, national, history, tell, timely, epic, story, chicago, america, iconic, public, housing, atop, infamous, italian, slum, grew, towers, population, packed, onto, seventy, acres, blocks, chicago, ritzy, gold, coast, became, synonymous, crime, squalor, failure, government, many, lived, also, home, every, razed, island, black, poverty, engulfed, white, affluence, around, families, novelistic, narrative, ben, austen, tells, story, america, public, housing, experiment, changing, fortunes, american, cities, account, told, movingly, though, lives, residents, struggled, make, home, families, powerful, forces, converged, accelerate, housing, complex, demise, beautifully, written, rich, detail, full, ...]", Non fiction
